,0,1,2
523,,40.8325,-92.91797220000001
524,,45.7283972,-120.6512639
525,,37.826111100000006,-93.36138890000001
526,,38.2761111,-93.4697222
527,,39.1847222,-95.4444444
528,,38.955555600000004,-98.5194444
529,,40.08694439999999,-99.3155556
530,,38.6647222,-95.54888890000001
531,,38.9327778,-98.575
532,,42.8488889,-97.47027779999999
533,,37.866111100000005,-93.2738889
534,,39.225,-95.4375
535,,37.6594444,-93.7830556
536,,38.190561100000004,-93.3933306
537,,38.6458333,-95.55972220000001
538,,37.9027778,-93.3291667
539,,38.941327799999996,-95.34035
540,,39.1222222,-95.4083333
541,,43.7002778,-123.0575
542,,45.9316667,-119.3483333
543,,40.8769444,-92.88722220000001
544,,48.1791667,-116.8922222
545,,48.16111110000001,-116.77027779999999
546,,38.6102639,-97.9569944
547,,39.1208333,-95.4541667
548,,37.5222222,-93.8052778
549,,43.788888899999996,-122.96666670000002
550,,38.258888899999995,-93.4219444
551,,39.1347222,-95.4305556
552,,48.2375,-116.58333329999999
553,,38.4986167,-95.78974720000001
554,,38.633055600000006,-97.9875
555,,37.875555600000006,-93.3744444
556,,38.6763889,-95.5680556
557,,38.2963889,-93.3963889
558,,38.5137083,-95.7062361
559,,37.525833299999995,-93.8094444
560,,38.9079,-95.37526109999999
561,,38.923327799999996,-95.4004917
562,,48.1830556,-116.99972220000001
563,,38.9683333,-98.4916667
564,,39.2771389,-96.630875
565,,39.15343060000001,-96.89666109999999
566,,46.5205556,-100.5433333
567,,46.2497222,-100.5333333
568,,38.8912556,-95.3754917
569,,45.9328,-119.3030222
570,,45.9256,-119.30534440000001
571,,45.930897200000004,-119.271475
572,,47.546025,-101.30998890000001
573,,47.618225,-101.2619556
574,,44.040833299999996,-99.4394444
575,,37.603783299999996,-93.683825
576,,37.6845306,-93.78886109999999
577,,43.6304583,-115.99672779999999
578,,38.116295,-83.537002
579,,39.7566,-79.3937
580,,39.7154722,-79.3850556
581,,36.10611110000001,-86.60388890000002
582,,36.3230556,-86.54138890000002
583,,36.6197222,-87.88305559999999
584,,36.8599694,-87.84100000000001
585,,36.3038889,-86.51527779999999
586,,36.9955556,-88.2097222
587,,36.278611100000006,-86.5086111
588,,36.1366667,-86.5958333
589,,36.9655556,-84.84222220000001
590,,36.5377778,-85.4569444
591,,37.3508333,-83.47277779999999
592,,36.2997222,-85.90888890000001
593,,36.5577778,-85.5022222
594,,36.4902778,-87.8430556
595,,36.501388899999995,-87.83333329999999
596,,37.025138899999995,-88.1940111
597,,37.071388899999995,-84.6891667
598,,36.04488610000001,-85.7634694
599,,36.92,-87.9758333
600,,36.8725,-85.1466667
601,,36.2902778,-86.4461111
602,,36.6044444,-85.3025
603,,37.2375,-82.94972220000001
604,,36.3158333,-87.1869444
605,,36.283888899999994,-86.5019444
606,,36.0990278,-85.83176390000001
607,,36.3472222,-86.51388890000001
608,,36.531355600000005,-85.1676361
609,,36.2875,-86.6575
610,,37.0571806,-88.1124444
611,,36.5387,-85.43995
612,,36.0508333,-86.5102778
613,,35.9774,-85.7208667
614,,36.3791667,-85.6311111
615,,36.3227778,-85.8086111
616,,36.133055600000006,-86.5702778
617,,36.2463889,-86.5686111
618,,36.2816667,-85.9375
619,,37.0036111,-84.6230556
620,,36.360555600000005,-85.7758333
621,,36.5873278,-85.3421194
622,,36.08888889999999,-86.58888890000001
623,,36.0002778,-86.47277779999999
624,,37.2326722,-83.0344306
625,,37.6225,-86.4530556
626,,37.6297222,-86.4366667
627,,37.6075,-86.45361109999999
628,,37.5733333,-86.4952778
629,,36.8908333,-86.09527779999999
630,,38.2216667,-80.9097222
631,,38.7916667,-80.5663889
632,,37.3208333,-86.1291667
633,,38.0997222,-82.31777779999999
634,,37.21388889999999,-85.2666667
635,,41.006944399999995,-80.9980556
636,,37.3163889,-86.2330556
637,,41.484305600000006,-79.44909720000001
638,,37.28055560000001,-85.29166670000001
639,,41.288888899999996,-80.4383333
640,,37.2958333,-85.3
641,,36.904166700000005,-86.0708333
642,,37.341666700000005,-80.5469444
643,,38.68,-79.36694440000001
644,,39.805,-86.13305559999999
645,,36.8944444,-83.3727778
646,,37.2416667,-82.9566667
647,,40.1772222,-83.3527778
648,,39.2444444,-83.2158333
649,,39.6191667,-80.89388890000001
650,,38.2211111,-85.7475
651,,36.0288889,-80.9961111
652,,41.01,-81.7780556
653,,37.606944399999996,-82.7286111
654,,37.7447222,-82.98527779999999
655,,38.2533333,-82.4158333
656,,38.304444399999994,-80.88305559999999
657,,37.633055600000006,-83.0691667
658,,40.358611100000005,-82.3475
659,,37.4358333,-82.3838889
660,,38.145,-82.34447220000001
661,,37.2365278,-80.6819444
662,,38.656388899999996,-84.8402778
663,,36.9363889,-84.78
664,,36.9319444,-86.65138890000001
665,,36.2986111,-85.4786111
666,,36.5669444,-84.26804720000001
667,,36.9679028,-82.0769444
668,,39.9952778,-84.06611109999999
669,,39.4827778,-83.7477778
670,,39.9569444,-87.145075
671,,36.284161100000006,-79.44314720000001
672,,41.4800611,-82.4100583
673,,37.1497222,-82.440067
674,,37.197462,-80.43472220000001
675,,41.2952778,-80.4636111
676,,41.266388899999995,-80.4266667
677,,41.2844444,-79.255825
678,,41.5449889,-80.4658333
679,,41.265,-79.5142222
680,,40.7135917,-87.19622220000001
681,,36.3163889,-79.3692472
682,,40.466113899999996,-85.0029444
683,,39.4364222,-84.98861109999999
684,,39.438888899999995,-85.00138890000001
685,,39.436555600000005,-85.2222222
686,,32.970833299999995,-82.4719444
687,,33.646111100000006,-84.0861111
688,,34.203888899999995,-82.5087472
689,,33.614580600000004,-82.83277779999999
690,,34.3402778,-85.0133333
691,,32.1797222,-83.9511444
692,,34.337925,-82.8283333
693,,34.5147222,-82.18888890000001
694,,32.141388899999995,-82.8972222
695,,33.6725,-85.0641667
696,,34.591111100000006,-82.8163889
697,,31.674444399999995,-87.55027779999999
698,,34.381111100000005,-87.8694444
699,,31.6222222,-87.4302778
700,,32.515555600000006,-84.62388890000001
701,,33.25944439999999,-83.9313167
702,,34.6133333,-84.8511111
703,,34.308183299999996,-87.38972220000001
704,,30.718055600000003,-82.8569444
705,,32.1158333,-82.5944444
706,,34.3625,-86.4666667
707,,32.626388899999995,-85.1022222
708,,33.9416667,-82.3386111
709,,32.3666667,-85.1788889
710,,31.640555600000003,-82.2292972
711,,33.836111100000004,-84.7180556
712,,33.0261111,-84.69555559999999
713,,33.665925,-82.2241667
714,,34.19,-82.8708333
715,,34.106944399999996,-83.9494444
716,,33.7191667,-84.71055559999999
717,,34.6016667,-82.245
718,,34.2222222,-84.5791667
719,,34.088333299999995,-82.97527779999999
720,,33.7938889,-82.2608333
721,,34.1208333,-86.7694444
722,,34.4791667,-85.1638889
723,,33.661944399999996,-82.2586111
724,,32.3375,-82.8086111
725,,32.9272222,-84.0752778
726,,33.68,-88.1430556
727,,34.474166700000005,-82.7125972
728,,34.1766667,-87.0158333
729,,31.745,-82.82166670000001
730,,34.445519399999995,-84.57888890000001
731,,32.3241667,-82.8344444
732,,34.446388899999995,-88.80972220000001
733,,34.194444399999995,-82.8655556
734,,34.70444439999999,-84.6766667
735,,32.4958333,-84.6194444
736,,34.6280556,-82.84138890000001
737,,34.2027778,-82.19972220000001
738,,34.15138889999999,-85.1541556
739,,34.343888899999996,-85.1916667
740,,33.6608333,-82.4219444
741,,31.7761222,-84.55
742,,33.0222222,-81.2452778
743,,33.6519444,-78.6313889
744,,34.67055560000001,-80.0633333
745,,36.1197222,-78.5513889
746,,36.661944399999996,-78.3258333
747,,36.8330556,-81.3086111
748,,36.5772222,-80.0369444
749,,36.588333299999995,-78.44027779999999
750,,26.787222200000002,-80.04
751,,36.7761111,-80.285
752,,36.6552778,-81.69277779999999
753,,36.8136111,-81.3094444
754,,27.1102778,-80.05722220000001
755,,26.7241667,-87.36583329999999
756,,36.110555600000005,-81.27111109999998
757,,36.8038889,-87.8112056
758,,33.4477778,-82.2091667
759,,36.1383333,-83.10611109999999
760,,32.8078083,-83.9905556
761,,33.658333299999995,-81.2833333
762,,34.7808333,-81.22888890000002
763,,34.1844444,-81.2261111
764,,36.1041667,-81.27888890000001
765,,36.1305556,-84.7357083
766,,36.1369444,-84.7417
767,,36.093611100000004,-84.6448194
768,,34.1641556,-84.73465
769,,34.1609528,-84.5756833
770,,34.1311278,-84.0729194
771,,34.1717417,-84.02022779999999
772,,34.1983,-83.95137779999999
773,,34.1676278,-84.0615167
774,,34.3520917,-83.9810833
775,,34.338113899999996,-83.9444417
776,,34.152486100000004,-84.0556833
777,,34.187205600000006,-83.9867778
778,,34.3139806,-81.6939
779,,34.15365,-84.63987220000001
780,,34.39494439999999,-84.6945333
781,,26.7202667,-84.6625
782,,34.6175361,-84.653925
783,,34.6034667,-84.61340279999999
784,,34.6077917,-119.2936111
785,,34.6029361,-119.9686111
786,,34.6098278,-123.0
787,,36.904444399999996,-123.16593329999999
788,,37.2158333,-122.36683889999999
789,,38.7083333,-119.875
790,,39.2350056,-106.325
791,,39.812097200000004,-119.8972222
792,,37.125,-119.31572779999999
793,,35.6416667,-123.0563889
794,,37.1247222,-122.35284720000001
795,,36.864644399999996,-106.43333329999999
796,,38.7136111,-106.30444440000001
797,,39.7721972,-118.90222220000001
798,,36.2333333,-122.99916670000002
799,,35.6472222,-120.7997222
800,,36.0802778,-118.9547222
801,,38.7177778,-119.98305559999999
802,,38.176261100000005,-120.8447222
803,,36.390555600000006,-120.8030556
804,,37.225,-120.123728
805,,37.984444399999994,-120.8136111
806,,38.18265,-78.44453890000001
807,,39.320269,-94.169887
808,,38.1547222,33.788993
809,,40.446988899999994,-97.23658890000002
810,,35.436640999999995,-94.5919444
811,,-85.989251,-93.4597222
812,,31.6102083,-93.8180556
813,,32.7994444,-93.50138890000001
814,,36.6736111,-93.0458333
815,,35.4702778,-94.3963889
816,,36.6397222,-92.2375
817,,34.1444444,-94.2439
818,,36.3861111,-93.6766667
819,,34.222197200000004,-90.78944440000001
820,,37.1819444,-94.5358333
821,,32.7427778,-92.79611109999999
822,,36.4944444,-94.4944444
823,,32.7552778,-93.55027779999999
824,,36.595833299999995,-93.5316667
825,,36.7225,-93.23861109999999
826,,34.961111100000004,-97.7330556
827,,30.6816667,-97.4436333
828,,31.169638899999995,-97.4141667
829,,31.964444399999994,-92.3811111
830,,35.5355556,-96.4819444
831,,33.0552778,-94.1916667
832,,33.3583333,-98.5041667
833,,31.9666667,-94.23131670000001
834,,34.2067417,-92.3208333
835,,36.4047222,-93.30027779999999
836,,36.48305560000001,-92.2405556
837,,36.2583333,-91.9975
838,,35.521944399999995,-97.6130556
839,,31.0288889,-92.1852778
840,,35.588055600000004,-93.73
841,,36.527222200000004,-96.5102778
842,,33.038888899999996,-99.5658333
843,,31.826111100000002,-92.2222222
844,,36.421111100000005,-94.4030556
845,,31.271944399999995,-92.0663889
846,,35.5038889,-97.0433333
847,,33.103888899999994,-94.0375
848,,36.2427778,-96.6677778
849,,32.2713889,-92.7727778
850,,36.4897222,-90.7666667
851,,37.3241667,-92.1491667
852,,35.610833299999996,-97.4975
853,,32.618333299999996,-94.0194444
854,,36.286666700000005,-93.3472222
855,,36.631111100000005,-94.0505556
856,,34.1072222,-91.9964694
857,,35.515938899999995,-94.5506694
858,,32.7869722,-99.5794444
859,,31.8466667,-92.5469444
860,,36.3766667,-96.44555559999999
861,,33.0377778,-92.9219444
862,,36.4747222,-96.7167111
863,,31.9461528,-97.47305279999999
864,,31.116905600000003,-97.36111109999999
865,,31.8852778,-97.4463889
866,,32.650369399999995,-93.8933333
867,,36.4108333,-96.645
868,,32.2725,-94.2375
869,,30.866666700000003,-97.38305559999999
870,,31.95,-91.26638890000001
871,,34.0302778,-97.2252222
872,,31.525555600000004,-94.0063889
873,,31.151388899999997,-93.44111109999999
874,,36.593611100000004,-96.6669444
875,,32.2544444,-97.48
876,,32.5927778,-92.1980556
877,,35.563888899999995,-96.6902972
878,,31.965305600000004,-94.3944444
879,,34.0966667,-93.3194444
880,,36.5594444,-92.0219444
881,,35.5341667,-93.1625
882,,35.2472222,-93.6525
883,,35.10055560000001,-91.3608333
884,,33.9869444,-90.77027779999999
885,,37.1425,-94.3811111
886,,34.0811111,-93.3144444
887,,35.39944439999999,-94.1680556
888,,33.2986111,-97.4933333
889,,32.07,-98.49
890,,36.3547222,-93.1655556
891,,31.98,-94.10722220000001
892,,34.9561111,-91.7366667
893,,31.1066667,-93.15611109999999
894,,34.1688889,-90.7669444
895,,34.9502778,-92.2394444
896,,37.1336111,-96.5680556
897,,36.3527778,-94.1658333
898,,30.298611100000002,-94.07888890000001
899,,33.286944399999996,-94.1583333
900,,31.199166700000003,-92.14583329999999
901,,30.808333299999997,-93.4305556
902,,35.5375,-98.46
903,,35.31,-97.2679667
904,,31.99,-94.2969444
905,,31.581713899999997,-97.5344444
906,,35.341111100000006,-92.2722222
907,,31.0366667,-93.3038889
908,,35.5458333,-92.1125
909,,34.9547222,-97.3644444
910,,34.449722200000004,-97.4949722
911,,30.664166700000003,-92.54472220000001
912,,31.132838899999996,-93.0069444
913,,35.0738889,-94.0594444
914,,36.476111100000004,-97.6207306
915,,31.0725,-93.5947222
916,,31.0107528,-93.6580556
917,,36.5616667,-96.6938889
918,,35.1075,-97.51763609999999
919,,32.2930556,-91.3086111
920,,31.115041700000003,-97.40138890000001
921,,33.978888899999994,-92.13722220000001
922,,30.695833299999997,-97.3422694
923,,34.6991667,-96.6925889
924,,30.680063899999997,-96.54472220000001
925,,31.973736100000004,-97.5
926,,30.302777799999998,-92.4319444
927,,32.5997222,-93.8458333
928,,34.82944439999999,-93.9041111
929,,36.421944399999994,-97.242075
930,,36.397136100000004,-97.4730556
931,,31.552994399999996,-97.0
932,,31.251111100000003,-97.4980556
933,,33.1055556,-93.8769333
934,,32.1233333,-93.88820279999999
935,,36.39,-94.0159111
936,,36.4186194,-93.933575
937,,36.218419399999995,-93.19111109999999
938,,36.3343,-94.51222220000001
939,,34.9663889,-95.38472220000001
940,,32.7491667,-94.57472220000001
941,,34.0575,-94.5480556
942,,32.7383333,-96.69006390000001
943,,32.7891667,-97.33972220000001
944,,31.9641667,-96.9108167
945,,30.73,-95.5
946,,36.8399833,-98.6144444
947,,35.3330556,-95.3344444
948,,36.118333299999996,-95.5925
949,,36.0425,-95.3844444
950,,36.4522222,-96.8130556
951,,35.2902778,-96.57472220000001
952,,33.898055600000006,-98.6058333
953,,33.851388899999996,-96.7016667
954,,36.0905556,-96.5373056
955,,33.92805560000001,-96.1622222
956,,38.6924722,-94.9627778
957,,36.5344444,-98.035
958,,35.6816667,-94.96
959,,34.2591667,-96.9229667
960,,35.7066667,-97.08888890000001
961,,36.784916700000004,-95.3675
962,,38.3888889,-95.23361109999999
963,,35.2941667,-95.75
964,,35.8677778,-98.5991667
965,,38.25,-95.3269444
966,,36.145,-95.66444440000001
967,,36.04555560000001,-95.6808333
968,,35.500555600000006,-96.2802778
969,,36.4322222,-95.4922222
970,,35.951666700000004,-97.0997222
971,,35.24,-96.5694444
972,,38.362777799999996,-96.8319444
973,,33.8597222,-95.4016667
974,,34.0025,-96.5505556
975,,34.0,-95.125
976,,33.9375,-98.58138890000001
977,,34.1666667,-95.1083333
978,,36.1291667,-95.45833329999999
979,,34.1763889,-96.89835
980,,37.2694444,-95.6069444
981,,36.7131667,-94.9477778
982,,33.847777799999996,-95.0875
983,,35.7536111,-95.38305559999999
984,,33.9216667,-95.325
985,,35.3508333,-96.6472222
986,,34.625,-96.4975556
987,,33.8783333,-95.7666667
988,,38.7011944,-95.3163889
989,,38.2333333,-95.5341667
990,,38.2291667,-98.5694444
991,,36.033055600000004,-96.5248611
992,,33.8408333,-96.80815
993,,38.6818889,-96.31527779999999
994,,36.7667167,-95.56111109999999
995,,35.9569444,-95.0569444
996,,36.5108333,-99.58333329999999
997,,35.616111100000005,-96.1208333
998,,36.5,-95.2761111
999,,36.32194439999999,-95.12522220000001
1000,,35.9408333,-96.2177778
1001,,34.2150278,-95.3686111
1002,,36.3841667,-96.2590278
1003,,34.0355556,-96.84535
1004,,36.1985333,-96.59111109999999
1005,,36.79215,-94.12472220000001
1006,,33.8555556,-91.3091667
1007,,31.0702778,-94.34777779999999
1008,,33.9880556,-96.0726833
1009,,33.2747222,-96.0692667
1010,,37.6671667,-97.48472220000001
1011,,37.6449333,-94.1791667
1012,,31.104444399999995,-94.16111109999999
1013,,30.795833299999998,-94.1788889
1014,,33.32194439999999,-96.74151390000002
1015,,33.3577778,-98.27305559999999
1016,,31.966086100000002,-97.4722222
1017,,29.904722200000002,-91.9394444
1018,,31.231111100000003,-93.31
1019,,34.2691667,-96.5
1020,,36.6077778,-97.2468167
1021,,33.0416667,-97.2336667
1022,,31.5352528,-97.0891667
1023,,31.606805600000005,-97.8271167
1024,,32.9975,-93.8554056
1025,,30.695944399999995,-97.75916670000001
1026,,36.4202972,-98.2927778
1027,,30.6775,-94.2513833
1028,,29.888888899999998,-94.0586111
1029,,34.2304472,-96.49225
1030,,33.765,-97.35858329999999
1031,,38.6865278,-93.9612306
1032,,31.877983299999997,-93.93535
1033,,33.7964417,-90.80815559999999
1034,,33.7058528,-96.162025
1035,,37.1493861,-88.5322222
1036,,36.539333299999996,-88.47138890000001
1037,,33.84444439999999,-88.2766667
1038,,33.6002778,-88.32722220000001
1039,,33.226388899999996,-88.5041667
1040,,34.5688889,-88.4158333
1041,,33.6083333,-95.9697333
1042,,34.2897222,-95.9374889
1043,,36.897525,-95.9542222
1044,,36.907630600000005,-72.22788890000001
1045,,36.89265,-72.50111109999999
1046,,42.9683333,-72.3227778
1047,,43.381111100000005,-132.5183333
1048,,43.0022222,-131.6997222
1049,,55.3566667,-149.9734861
1050,,55.40722220000001,-148.8775
1051,,60.4835139,-131.6833333
1052,,60.786666700000005,-149.3813889
1053,,55.4338889,-149.36194440000003
1054,,60.4161111,-149.88222219999997
1055,,60.4075,-132.85
1056,,60.483611100000005,-134.5796556
1057,,55.6833333,-134.25402780000002
1058,,57.813025,-134.2765028
1059,,57.663130599999995,-134.27785
1060,,57.7016167,-134.1852056
1061,,57.701383299999996,-134.27392780000002
1062,,57.6700917,-133.928525
1063,,57.5819389,-134.1630778
1064,,57.425702799999996,-134.5618639
1065,,57.3492556,-134.4944056
1066,,58.17637779999999,-134.4725
1067,,58.134447200000004,-132.855
1068,,58.1221861,-132.5536111
1069,,55.53972220000001,-132.1783333
1070,,55.2480556,-132.1705556
1071,,55.021666700000004,-133.35777779999998
1072,,55.0225,-132.19527779999999
1073,,55.455,-136.4497222
1074,,55.3638889,-135.08833330000002
1075,,57.873611100000005,-134.7344444
1076,,59.54472220000001,-134.69666669999998
1077,,58.4369444,-134.45777780000003
1078,,58.409444400000005,-133.9568611
1079,,58.263611100000006,-133.7055556
1080,,58.312388899999995,-134.0125
1081,,58.3136111,-134.7491667
1082,,58.3908333,-135.2263889
1083,,58.5733333,-134.93194440000002
1084,,59.501388899999995,-134.72277780000002
1085,,58.769444400000005,-131.39895829999998
1086,,58.5091667,-131.6497222
1087,,55.972897200000006,-131.19853329999998
1088,,55.8927306,-131.5410194
1089,,55.391377799999994,-131.9759611
1090,,55.583813899999996,-131.9795972
1091,,55.627327799999996,-131.562875
1092,,55.6509056,-131.8084167
1093,,55.5976111,-131.4833333
1094,,55.936025,-131.4516639
1095,,55.618333299999996,-131.80565
1096,,55.826030599999996,-131.565
1097,,55.175997200000005,-131.51944440000003
1098,,56.0113889,-131.15513059999998
1099,,55.5719444,-146.43805559999998
1100,,55.2232139,-145.4713889
1101,,60.4663889,-130.6711111
1102,,60.42,-130.82697779999998
1103,,55.260555599999996,-146.2961111
1104,,55.487216700000005,-131.0911111
1105,,60.348055599999995,-147.3808333
1106,,55.48972220000001,-145.2158333
1107,,60.0186111,-147.455
1108,,60.443611100000005,-147.8863889
1109,,59.8788889,-146.5101333
1110,,59.80222220000001,-147.5
1111,,61.0003,-130.54
1112,,59.9141667,-147.3955556
1113,,55.0275,-131.0986111
1114,,60.288888899999996,-145.19277780000002
1115,,55.588333299999995,-144.6405556
1116,,60.468611100000004,-147.28916669999998
1117,,60.2041667,-146.6635333
1118,,60.216111100000006,-130.5827778
1119,,60.426,-145.5461111
1120,,55.4794444,-130.52544440000003
1121,,60.62472220000001,-149.11833330000002
1122,,55.54072779999999,-130.90583329999998
1123,,61.0516667,-148.3988889
1124,,60.8413889,-130.8194444
1125,,55.427777799999994,-148.3108333
1126,,60.656388899999996,-147.86111110000002
1127,,61.082222200000004,-133.3172222
1128,,56.868333299999996,-148.1983333
1129,,60.9844444,-148.40083330000002
1130,,60.691944400000004,-133.16805559999997
1131,,56.8680556,-133.98722220000002
1132,,56.78277779999999,-133.72166670000001
1133,,56.6436111,-149.0125167
1134,,60.368127799999996,-149.57415830000002
1135,,60.47665,-133.25
1136,,56.646111100000006,-149.07315
1137,,60.3484417,-133.2588889
1138,,56.6430556,-133.1588889
1139,,56.6380556,-149.8914
1140,,60.357111100000004,-149.9747528
1141,,60.36927779999999,-149.8958
1142,,60.55131110000001,-149.8756361
1143,,60.5704028,-133.6886111
1144,,56.8455556,-132.6919444
1145,,57.0305556,-149.8719
1146,,60.576169400000005,-149.84126669999998
1147,,60.61500279999999,-133.3722222
1148,,56.83888889999999,-149.8855
1149,,60.633038899999995,-133.1872222
1150,,56.5480556,-149.7522
1151,,60.62155,-133.1419444
1152,,56.53027779999999,-149.7523
1153,,60.7034306,-149.678125
1154,,60.783711100000005,-132.7836111
1155,,56.9963889,-149.7088222
1156,,60.7297833,-132.93666670000002
1157,,56.7630556,-133.0697222
1158,,56.5791667,-149.9866
1159,,60.4374,-132.87805559999998
1160,,57.0363889,-149.5057528
1161,,60.44532220000001,-149.414
1162,,60.1975306,-133.27694440000002
1163,,56.95277779999999,-133.33222220000002
1164,,57.00777779999999,-136.15277780000002
1165,,57.818611100000005,-135.0093611
1166,,57.665194400000004,-135.0419444
1167,,57.5144444,-135.0918389
1168,,57.5065083,-135.71943330000002
1169,,57.421111100000005,-135.1076111
1170,,57.403588899999995,-135.74194440000002
1171,,57.1630556,-135.5661389
1172,,57.1382889,-135.6073389
1173,,57.0663889,-134.8938889
1174,,57.0680556,-134.9238889
1175,,56.70527779999999,-134.8408333
1176,,56.6208333,-134.86
1177,,56.589444400000005,-135.35055559999998
1178,,56.980555599999995,-135.2966667
1179,,56.7944444,-135.39777780000003
1180,,57.24277779999999,-135.71472219999998
1181,,57.7033333,-135.27
1182,,57.4669444,-135.7549722
1183,,57.1715556,-135.5938889
1184,,57.3916667,-135.3413889
1185,,56.8791667,-136.3388889
1186,,57.8061111,-132.9744444
1187,,56.0108333,-132.8636111
1188,,55.6944444,-132.8894444
1189,,55.8316667,-132.6108333
1190,,55.5613889,-132.5761111
1191,,55.5605556,-133.32
1192,,56.241111100000005,-133.1925
1193,,56.2625,-132.6686111
1194,,55.5816667,-133.2044444
1195,,55.9580556,-133.5019444
1196,,56.09222220000001,-133.1525
1197,,55.8205556,-132.9386111
1198,,55.95222220000001,-134.6533556
1199,,57.9044917,-132.105
1200,,56.714722200000004,-132.26722220000002
1201,,56.715277799999996,-132.23916670000003
1202,,56.6975,-131.8988889
1203,,56.6644444,-132.5137
1204,,56.6441667,-132.49256670000003
1205,,56.6193,-132.43444440000002
1206,,56.6117833,-132.41777779999998
1207,,56.598055599999995,-132.3658333
1208,,56.5780556,-132.1430556
1209,,56.48222220000001,-132.68916670000002
1210,,56.165,-132.0047222
1211,,56.364444400000004,-131.97128329999998
1212,,56.0618,-131.8486111
1213,,56.279166700000005,-131.8863889
1214,,56.1866667,-131.8836111
1215,,56.12472220000001,-131.4661111
1216,,56.060277799999994,-132.5416667
1217,,56.71027779999999,-132.4931167
1218,,56.6124333,-131.6155556
1219,,56.203888899999995,-139.39583330000002
1220,,59.63,-139.5122639
1221,,59.5562639,-139.5127167
1222,,59.554175,-138.50277780000002
1223,,59.2483333,-138.4511111
1224,,59.201666700000004,-139.0938889
1225,,59.4133333,-139.08583330000002
1226,,59.29722220000001,-135.1472861
1227,,56.9613556,-132.72583329999998
1228,,55.3663889,-135.3627778
1229,,57.1297222,-134.2820389
1230,,57.898069400000004,-135.7713889
1231,,58.001388899999995,-149.72805559999998
1232,,60.4786111,-132.85555559999997
1233,,55.46722220000001,-135.3663889
1234,,57.13277779999999,-149.49722219999998
1235,,60.6363889,-149.66399719999998
1236,,60.93117779999999,-149.2955556
1237,,60.72527779999999,-134.5611111
1238,,58.413888899999996,-132.2780556
1239,,56.324722200000004,-135.1575889
1240,,57.900280599999995,-134.70944440000002
1241,,56.1791667,-149.00275
1242,,58.3755556,-132.6472194
1243,,60.7085556,-115.5138889
1244,,56.395,-116.92527779999999
1245,,46.0875,-116.8918806
1246,,48.5402778,-116.28305559999998
1247,,48.6252,-115.15763059999999
1248,,48.216666700000005,-116.86916670000001
1249,,48.899513899999995,-115.30666670000001
1250,,48.7341667,-114.02305559999999
1251,,46.34,-116.01666670000002
1252,,45.858611100000005,-116.00555559999998
1253,,47.766388899999995,-109.39166670000002
1254,,47.7408333,-109.41277779999999
1255,,45.1625,-109.4122222
1256,,45.0561111,-109.4088889
1257,,45.0583333,-109.3
1258,,45.061944399999994,-109.3022222
1259,,45.0830556,-115.874575
1260,,45.101388899999996,-111.1802778
1261,,45.489341700000004,-116.03955559999999
1262,,44.779166700000005,-112.255
1263,,45.6547778,-115.2588889
1264,,46.5252778,-115.28944440000001
1265,,46.7163889,-111.3727778
1266,,46.480277799999996,-113.56440829999998
1267,,44.861388899999994,-113.28616940000002
1268,,47.2916667,-113.57734170000002
1269,,47.9254639,-112.8911111
1270,,47.3193611,-109.89638889999999
1271,,47.506111100000005,-113.5311111
1272,,45.3522222,-116.08166670000001
1273,,47.1647222,-116.16944440000002
1274,,45.8577778,-116.8655556
1275,,48.8841667,-116.89333329999998
1276,,48.5511111,-116.6686111
1277,,48.563888899999995,-116.66555559999999
1278,,47.6063889,-113.70916670000001
1279,,47.7844444,-113.8352778
1280,,47.591111100000006,-111.2313
1281,,47.9094444,-111.344
1282,,44.735988899999995,-113.6875
1283,,44.87165,-113.70194440000002
1284,,46.4027778,-114.90222220000001
1285,,46.4105556,-115.92666670000001
1286,,48.03194439999999,-111.24166670000001
1287,,47.688055600000006,-111.1713889
1288,,45.1741667,-111.16805559999999
1289,,45.351388899999996,-110.9561111
1290,,45.3566667,-111.18166670000001
1291,,45.3725,-110.9677778
1292,,45.4747222,-111.015
1293,,45.3805556,-111.2063889
1294,,45.485,-109.45083329999999
1295,,45.5336111,-114.83333329999999
1296,,45.4413889,-113.95436799999999
1297,,45.173333299999996,-114.71722220000001
1298,,48.7192778,-116.27944440000002
1299,,45.755521,-116.89416670000001
1300,,46.5019444,-116.8413889
1301,,47.6333333,-110.51666670000002
1302,,48.4991667,-110.54
1303,,47.476388899999996,-113.1638889
1304,,45.5002778,-113.29
1305,,45.29,-113.2725
1306,,46.1716667,-113.7261111
1307,,46.20638889999999,-114.17814170000001
1308,,46.21194439999999,-114.44333329999999
1309,,45.9227778,-114.2438889
1310,,46.0226972,-114.29916670000001
1311,,45.7461111,-113.7175
1312,,46.0655556,-114.04416670000002
1313,,46.6380556,-114.11027779999999
1314,,45.8847222,-110.44138889999999
1315,,45.7577778,-110.92333329999998
1316,,45.8072222,-110.4713889
1317,,46.0030556,-114.71666670000002
1318,,45.3077778,-110.5452778
1319,,46.1130556,-110.83556940000001
1320,,45.7022222,-109.95833329999999
1321,,45.289444399999994,-112.21001940000001
1322,,45.5693583,-111.5539
1323,,45.4916667,-111.5534
1324,,44.780930600000005,-112.13723059999998
1325,,45.1562194,-111.70713059999999
1326,,45.1560306,-115.21916670000002
1327,,44.882211100000006,-111.1013889
1328,,45.0111306,-110.9586111
